Forecasting models,0,1,2,3,4,5,6,7,8
SVR,0.01163720031673321,3.3710521608282065,0.00037440839117397484,-0.20678635206506302,2.646217611558098,0.0040698717326355105,-0.22049531860213278,1.5716765102155643,0.05801279625111766
KNR,0.23531370544822827,7.680541799595931,7.882583474838611e-15,0.1996877973761172,8.42018265270193,0.0,0.19805945118895807,5.5394767328461425,1.5168837408374714e-08
AdaBoost,0.18707026730746068,3.4157762016621547,0.0003180024689053429,-0.16066738337752984,1.9454817697048785,0.025858510872826312,-0.2793578798158096,1.0441286192237729,0.14821294322490808
XGBoost,0.9929092115788898,10.257065417311232,0.0,0.9887489949972992,12.896891437616038,0.0,0.9901551257390014,9.991474279582242,0.0
Combination,0.38492499587214835,7.424443827963048,5.6621374255882984e-14,0.3266394132069952,9.478793943120612,0.0,0.3165785133614716,7.123856561442801,5.24691401437849e-13
