yyyymm,Index,D12,E12,b/m,tbl,AAA,BAA,lty,ntis,Rfree,infl,ltr,corpr,svar,csp,CRSP_SPvw,CRSP_SPvwx,MA_1_9,MA_1_12,MA_2_9,MA_2_12,MA_3_9,MA_3_12,MOM_1,MOM_2,MOM_3,MOM_6,MOM_9,MOM_12
192612,13.49 ,0.69000 ,1.24000 ,0.44148 ,0.03070 ,0.04680 ,0.05680 ,0.03540 ,0.05088 ,0.00280 ,0.00000 ,0.00780 ,0.00560 ,0.00046 ,NaN,0.02605 ,0.02032 ,1,1,1,1,1,1,1,1,1,1,1,1
192701,13.21 ,0.69670 ,1.22900 ,0.44371 ,0.03230 ,0.04660 ,0.05610 ,0.03510 ,0.05082 ,0.00250 ,-0.01130 ,0.00750 ,0.00560 ,0.00047 ,NaN,-0.00291 ,-0.00558 ,1,1,1,1,1,1,0,0,1,1,1,1
192702,13.84 ,0.70330 ,1.21800 ,0.42850 ,0.03290 ,0.04670 ,0.05590 ,0.03470 ,0.05167 ,0.00260 ,-0.00571 ,0.00880 ,0.00690 ,0.00029 ,NaN,0.04552 ,0.04057 ,1,1,1,1,1,1,1,1,1,1,1,1
192703,13.93 ,0.71000 ,1.20800 ,0.46977 ,0.03200 ,0.04620 ,0.05540 ,0.03310 ,0.04636 ,0.00300 ,-0.00575 ,0.02530 ,0.00830 ,0.00092 ,NaN,0.00732 ,0.00261 ,1,1,1,1,1,1,1,1,1,1,1,1
192704,14.17 ,0.71670 ,1.19700 ,0.45675 ,0.03390 ,0.04580 ,0.05480 ,0.03330 ,0.05051 ,0.00250 ,0.00000 ,-0.00050 ,0.00550 ,0.00060 ,NaN,0.01302 ,0.01091 ,1,1,1,1,1,1,1,1,1,1,1,1
192705,14.91 ,0.72330 ,1.18600 ,0.43478 ,0.03330 ,0.04570 ,0.05500 ,0.03270 ,0.05528 ,0.00300 ,0.00578 ,0.01090 ,-0.00110 ,0.00039 ,NaN,0.06235 ,0.05710 ,1,1,1,1,1,1,1,1,1,1,1,1
192706,14.77 ,0.73000 ,1.17500 ,0.45239 ,0.03070 ,0.04580 ,0.05550 ,0.03340 ,0.05882 ,0.00260 ,0.01149 ,-0.00690 ,0.00430 ,0.00082 ,NaN,-0.02037 ,-0.02571 ,1,1,1,1,1,1,0,1,1,1,1,1
192707,15.73 ,0.73670 ,1.16400 ,0.41455 ,0.02960 ,0.04600 ,0.05550 ,0.03330 ,0.05975 ,0.00300 ,-0.01705 ,0.00500 ,0.00030 ,0.00043 ,NaN,0.08445 ,0.08169 ,1,1,1,1,1,1,1,1,1,1,1,1
192708,16.43 ,0.74330 ,1.15300 ,0.39623 ,0.02700 ,0.04560 ,0.05480 ,0.03290 ,0.05452 ,0.00280 ,-0.00578 ,0.00760 ,0.00830 ,0.00128 ,NaN,0.03332 ,0.02862 ,1,1,1,1,1,1,1,1,1,1,1,1
192709,17.14 ,0.75000 ,1.14300 ,0.38059 ,0.02680 ,0.04540 ,0.05420 ,0.03300 ,0.09461 ,0.00210 ,0.00581 ,0.00180 ,0.01490 ,0.00112 ,NaN,0.05302 ,0.04910 ,1,1,1,1,1,1,1,1,1,1,1,1
192710,16.23 ,0.75670 ,1.13200 ,0.41380 ,0.03080 ,0.04510 ,0.05380 ,0.03250 ,0.09437 ,0.00250 ,0.00578 ,0.00990 ,0.00550 ,0.00156 ,NaN,-0.04680 ,-0.04896 ,1,1,1,1,1,1,0,0,1,1,1,1
192711,17.33 ,0.76330 ,1.12100 ,0.37940 ,0.03040 ,0.04490 ,0.05350 ,0.03200 ,0.08227 ,0.00210 ,-0.00575 ,0.00970 ,0.00680 ,0.00093 ,NaN,0.07055 ,0.06427 ,1,1,1,1,1,1,1,1,1,1,1,1
192712,17.66 ,0.77000 ,1.11000 ,0.37469 ,0.03170 ,0.04460 ,0.05320 ,0.03160 ,0.07647 ,0.00220 ,0.00000 ,0.00720 ,0.00680 ,0.00060 ,NaN,0.01930 ,0.01440 ,1,1,1,1,1,1,1,1,1,1,1,1
192801,17.57 ,0.77670 ,1.13300 ,0.37867 ,0.03310 ,0.04460 ,0.05350 ,0.03210 ,0.06260 ,0.00250 ,0.00000 ,-0.00360 ,0.00270 ,0.00086 ,NaN,-0.00718 ,-0.00920 ,1,1,1,1,1,1,0,1,1,1,1,1
192802,17.26 ,0.78330 ,1.15500 ,0.38608 ,0.03330 ,0.04460 ,0.05330 ,0.03180 ,0.05517 ,0.00330 ,-0.01156 ,0.00610 ,0.00680 ,0.00069 ,NaN,-0.01255 ,-0.01668 ,1,1,1,1,1,1,0,0,0,1,1,1
192803,19.13 ,0.79000 ,1.17700 ,0.36325 ,0.03270 ,0.04460 ,0.05320 ,0.03170 ,0.05436 ,0.00290 ,0.00000 ,0.00450 ,0.00410 ,0.00138 ,NaN,0.10575 ,0.10165 ,1,1,1,1,1,1,1,1,1,1,1,1
192804,19.75 ,0.79670 ,1.20000 ,0.36810 ,0.03620 ,0.04460 ,0.05330 ,0.03190 ,0.04937 ,0.00220 ,0.00000 ,-0.00040 ,0.00140 ,0.00149 ,NaN,0.03473 ,0.03272 ,1,1,1,1,1,1,1,1,1,1,1,1
192805,20.00 ,0.80330 ,1.22200 ,0.35440 ,0.03900 ,0.04490 ,0.05420 ,0.03270 ,0.04719 ,0.00320 ,0.00585 ,-0.00770 ,-0.00780 ,0.00190 ,NaN,0.01233 ,0.00742 ,1,1,1,1,1,1,1,1,1,1,1,1
192806,19.19 ,0.81000 ,1.24500 ,0.37030 ,0.03920 ,0.04570 ,0.05550 ,0.03260 ,0.05030 ,0.00310 ,-0.00581 ,0.00410 ,-0.00240 ,0.00365 ,NaN,-0.03433 ,-0.03873 ,1,1,1,1,1,1,0,0,1,1,1,1
192807,19.43 ,0.81670 ,1.26800 ,0.36065 ,0.04120 ,0.04610 ,0.05580 ,0.03440 ,0.05938 ,0.00320 ,0.00000 ,-0.02170 ,-0.00100 ,0.00167 ,NaN,0.01012 ,0.00828 ,1,1,1,1,1,1,1,0,0,1,1,1
192808,20.87 ,0.82330 ,1.29000 ,0.32403 ,0.04360 ,0.04640 ,0.05610 ,0.03410 ,0.05740 ,0.00320 ,0.00000 ,0.00760 ,0.00830 ,0.00123 ,NaN,0.07023 ,0.06551 ,1,1,1,1,1,1,1,1,1,1,1,1
192809,21.37 ,0.83000 ,1.31200 ,0.32817 ,0.04570 ,0.04610 ,0.05590 ,0.03460 ,0.02798 ,0.00270 ,0.01170 ,-0.00410 ,0.00300 ,0.00065 ,NaN,0.02241 ,0.01994 ,1,1,1,1,1,1,1,1,1,1,1,1
192810,21.68 ,0.83670 ,1.33500 ,0.30893 ,0.04700 ,0.04610 ,0.05580 ,0.03360 ,0.03402 ,0.00410 ,-0.00578 ,0.01580 ,0.00830 ,0.00068 ,NaN,0.01384 ,0.01206 ,1,1,1,1,1,1,1,1,1,1,1,1
192811,24.28 ,0.84330 ,1.35700 ,0.26553 ,0.04260 ,0.04580 ,0.05550 ,0.03380 ,0.03837 ,0.00380 ,0.00000 ,0.00030 ,-0.00360 ,0.00152 ,NaN,0.12298 ,0.11670 ,1,1,1,1,1,1,1,1,1,1,1,1
192812,24.35 ,0.85000 ,1.38000 ,0.25967 ,0.04260 ,0.04610 ,0.05600 ,0.03400 ,0.06307 ,0.00060 ,-0.00581 ,0.00040 ,0.00840 ,0.00408 ,NaN,0.00623 ,0.00289 ,1,1,1,1,1,1,1,1,1,1,1,1
192901,25.74 ,0.86000 ,1.39900 ,0.24535 ,0.04660 ,0.04620 ,0.05630 ,0.03490 ,0.07845 ,0.00340 ,0.00000 ,-0.00900 ,0.00430 ,0.00170 ,NaN,0.05547 ,0.05389 ,1,1,1,1,1,1,1,1,1,1,1,1
192902,25.59 ,0.87000 ,1.41800 ,0.24542 ,0.04390 ,0.04660 ,0.05660 ,0.03630 ,0.07178 ,0.00360 ,0.00000 ,-0.01570 ,0.00300 ,0.00267 ,NaN,-0.00487 ,-0.00808 ,1,1,1,1,1,1,0,1,1,1,1,1
192903,25.53 ,0.88000 ,1.43800 ,0.27230 ,0.04600 ,0.04700 ,0.05790 ,0.03770 ,0.07980 ,0.00340 ,-0.00585 ,-0.01440 ,-0.00870 ,0.00361 ,NaN,0.00015 ,-0.00321 ,1,1,1,1,1,1,0,0,1,1,1,1
192904,25.94 ,0.89000 ,1.45700 ,0.26340 ,0.04800 ,0.04690 ,0.05800 ,0.03580 ,0.09932 ,0.00360 ,-0.00588 ,0.02750 ,0.00190 ,0.00230 ,NaN,0.01956 ,0.01823 ,1,1,1,1,1,1,1,1,1,1,1,1
192905,24.83 ,0.90000 ,1.47600 ,0.28277 ,0.05090 ,0.04700 ,0.05800 ,0.03730 ,0.11799 ,0.00440 ,0.00592 ,-0.01620 ,0.00450 ,0.00476 ,NaN,-0.04128 ,-0.04610 ,1,1,1,1,1,1,0,0,0,1,1,1
192906,27.62 ,0.91000 ,1.49500 ,0.25358 ,0.04800 ,0.04770 ,0.05940 ,0.03670 ,0.11620 ,0.00520 ,0.00588 ,0.01100 ,-0.00460 ,0.00134 ,NaN,0.11229 ,0.10958 ,1,1,1,1,1,1,1,1,1,1,1,1
192907,28.88 ,0.92000 ,1.51400 ,0.24188 ,0.04550 ,0.04770 ,0.05950 ,0.03690 ,0.11069 ,0.00330 ,0.01170 ,0.00000 ,0.00200 ,0.00128 ,NaN,0.05001 ,0.04819 ,1,1,1,1,1,1,1,1,1,1,1,1
192908,31.71 ,0.93000 ,1.53300 ,0.22112 ,0.04700 ,0.04790 ,0.06040 ,0.03750 ,0.11528 ,0.00400 ,0.00000 ,-0.00340 ,0.00200 ,0.00338 ,NaN,0.09487 ,0.09073 ,1,1,1,1,1,1,1,1,1,1,1,1
192909,30.16 ,0.94000 ,1.55200 ,0.24487 ,0.04580 ,0.04800 ,0.06120 ,0.03750 ,0.12139 ,0.00350 ,0.00000 ,0.00270 ,0.00340 ,0.00339 ,NaN,-0.05094 ,-0.05305 ,1,1,1,1,1,1,0,1,1,1,1,1
192910,24.15 ,0.95000 ,1.57200 ,0.30748 ,0.04370 ,0.04770 ,0.06110 ,0.03470 ,0.15961 ,0.00460 ,0.00000 ,0.03820 ,0.00730 ,0.05351 ,NaN,-0.18615 ,-0.18812 ,0,0,0,1,1,1,0,0,0,0,0,1
192911,20.92 ,0.96000 ,1.59100 ,0.35196 ,0.03470 ,0.04760 ,0.06030 ,0.03310 ,0.17704 ,0.00370 ,0.00000 ,0.02360 ,-0.00180 ,0.03645 ,NaN,-0.12536 ,-0.13037 ,0,0,0,0,0,0,0,0,0,0,0,0
192912,21.45 ,0.97000 ,1.61000 ,0.33846 ,0.03030 ,0.04670 ,0.05950 ,0.03400 ,0.16352 ,0.00370 ,-0.00578 ,-0.00890 ,0.01920 ,0.01021 ,NaN,0.02775 ,0.02357 ,0,0,0,0,0,0,1,0,0,0,0,0
193001,22.79 ,0.97080 ,1.55700 ,0.31482 ,0.03390 ,0.04660 ,0.05920 ,0.03470 ,0.15331 ,0.00140 ,-0.00581 ,-0.00570 ,0.00590 ,0.00143 ,NaN,0.05963 ,0.05703 ,0,0,0,0,0,0,1,1,0,0,0,0
193002,23.28 ,0.97170 ,1.50300 ,0.31021 ,0.03360 ,0.04690 ,0.05890 ,0.03390 ,0.15926 ,0.00300 ,-0.00585 ,0.01290 ,0.00720 ,0.00172 ,NaN,0.02604 ,0.02152 ,0,0,0,0,0,0,1,1,1,0,0,0
193003,25.14 ,0.97250 ,1.45000 ,0.31912 ,0.02950 ,0.04620 ,0.05730 ,0.03350 ,0.14550 ,0.00350 ,-0.00588 ,0.00830 ,0.01380 ,0.00150 ,NaN,0.07235 ,0.06935 ,0,0,0,0,0,0,1,1,1,0,0,0
193004,24.90 ,0.97330 ,1.39700 ,0.32697 ,0.03000 ,0.04600 ,0.05700 ,0.03380 ,0.12968 ,0.00210 ,0.00592 ,-0.00160 ,0.00840 ,0.00193 ,NaN,-0.01394 ,-0.01587 ,0,0,1,0,0,0,0,1,1,1,0,0
193005,24.49 ,0.97420 ,1.34300 ,0.33192 ,0.02410 ,0.04600 ,0.05720 ,0.03290 ,0.12493 ,0.00260 ,-0.00588 ,0.01390 ,0.00570 ,0.00469 ,NaN,-0.01115 ,-0.01530 ,1,0,1,0,1,0,0,0,1,1,0,0
193006,20.46 ,0.97500 ,1.29000 ,0.40338 ,0.01890 ,0.04570 ,0.05780 ,0.03280 ,0.13100 ,0.00270 ,-0.00592 ,0.00510 ,0.01100 ,0.01445 ,NaN,-0.15572 ,-0.15918 ,0,0,0,0,1,0,0,0,0,0,0,0
193007,21.21 ,0.97580 ,1.23700 ,0.39019 ,0.01830 ,0.04520 ,0.05770 ,0.03270 ,0.14055 ,0.00200 ,-0.01190 ,0.00340 ,0.00560 ,0.00492 ,NaN,0.03871 ,0.03640 ,0,0,0,0,0,0,1,0,0,0,0,0
193008,21.37 ,0.97670 ,1.18300 ,0.37975 ,0.01530 ,0.04470 ,0.05730 ,0.03280 ,0.12149 ,0.00090 ,-0.00602 ,0.00130 ,0.01360 ,0.00405 ,NaN,0.01127 ,0.00669 ,0,0,0,0,0,0,1,1,0,0,1,0
193009,18.59 ,0.97750 ,1.13000 ,0.44558 ,0.01770 ,0.04420 ,0.05650 ,0.03240 ,0.12720 ,0.00220 ,0.00606 ,0.00740 ,0.01080 ,0.00374 ,NaN,-0.12355 ,-0.12764 ,0,0,0,0,0,0,0,0,0,0,0,0
193010,16.94 ,0.97830 ,1.07700 ,0.49795 ,0.01740 ,0.04420 ,0.05940 ,0.03240 ,0.12949 ,0.00090 ,-0.00602 ,0.00350 ,0.00540 ,0.01288 ,NaN,-0.08368 ,-0.08639 ,0,0,0,0,0,0,0,0,0,0,0,0
193011,16.57 ,0.97920 ,1.02300 ,0.50467 ,0.01400 ,0.04470 ,0.06250 ,0.03220 ,0.13775 ,0.00130 ,-0.00606 ,0.00420 ,-0.00120 ,0.00716 ,NaN,-0.01974 ,-0.02411 ,0,0,0,0,0,0,0,0,0,0,0,0
193012,15.34 ,0.98000 ,0.97000 ,0.55475 ,0.01480 ,0.04520 ,0.06710 ,0.03300 ,0.11389 ,0.00140 ,-0.01829 ,-0.00700 ,-0.00900 ,0.00817 ,NaN,-0.07148 ,-0.07771 ,0,0,0,0,0,0,0,0,0,0,0,0
193101,16.09 ,0.96670 ,0.94000 ,0.53915 ,0.01240 ,0.04420 ,0.06410 ,0.03430 ,0.08972 ,0.00150 ,-0.01242 ,-0.01210 ,0.02030 ,0.00522 ,NaN,0.05953 ,0.05673 ,0,0,0,0,0,0,1,0,0,0,0,0
193102,17.93 ,0.95330 ,0.91000 ,0.47967 ,0.01060 ,0.04430 ,0.06380 ,0.03380 ,0.08254 ,0.00040 ,-0.01258 ,0.00850 ,0.00680 ,0.00288 ,NaN,0.11094 ,0.10528 ,0,0,0,0,0,0,1,1,1,0,0,0
193103,16.69 ,0.94000 ,0.88000 ,0.52913 ,0.01380 ,0.04390 ,0.06440 ,0.03320 ,0.07398 ,0.00130 ,-0.00637 ,0.01040 ,0.00940 ,0.00417 ,NaN,-0.06894 ,-0.07345 ,0,0,0,0,0,0,0,1,1,0,0,0
193104,15.09 ,0.92670 ,0.85000 ,0.60321 ,0.01490 ,0.04400 ,0.06720 ,0.03270 ,0.07778 ,0.00080 ,-0.00641 ,0.00860 ,0.00670 ,0.00671 ,NaN,-0.09296 ,-0.09546 ,0,0,0,0,0,0,0,0,0,0,0,0
193105,13.02 ,0.91330 ,0.82000 ,0.70995 ,0.00880 ,0.04370 ,0.07150 ,0.03170 ,0.07138 ,0.00090 ,-0.01290 ,0.01450 ,0.01340 ,0.00691 ,NaN,-0.13767 ,-0.14302 ,0,0,0,0,0,0,0,0,0,0,0,0
193106,14.83 ,0.90000 ,0.79000 ,0.60727 ,0.00550 ,0.04360 ,0.07360 ,0.03190 ,0.06376 ,0.00080 ,-0.01307 ,0.00040 ,0.00520 ,0.02333 ,NaN,0.14649 ,0.13976 ,0,0,0,0,0,0,1,0,0,0,0,0
193107,13.73 ,0.88670 ,0.76000 ,0.67361 ,0.00410 ,0.04360 ,0.07080 ,0.03250 ,0.03401 ,0.00060 ,0.00000 ,-0.00420 ,0.00520 ,0.00704 ,NaN,-0.07547 ,-0.07857 ,0,0,0,0,0,0,0,1,0,0,0,0
193108,13.86 ,0.87330 ,0.73000 ,0.65419 ,0.00420 ,0.04400 ,0.07470 ,0.03260 ,0.02016 ,0.00030 ,0.00000 ,0.00120 ,0.00120 ,0.00454 ,NaN,0.00778 ,0.00230 ,0,0,0,0,0,0,1,0,1,0,0,0
193109,9.71 ,0.86000 ,0.70000 ,0.94400 ,0.00450 ,0.04550 ,0.08070 ,0.03530 ,0.03037 ,0.00030 ,-0.00662 ,-0.02810 ,-0.00140 ,0.02346 ,NaN,-0.28746 ,-0.29152 ,0,0,0,0,0,0,0,0,0,0,0,0
193110,10.53 ,0.84670 ,0.67000 ,0.87718 ,0.01700 ,0.04990 ,0.09040 ,0.03850 ,0.01127 ,0.00100 ,-0.00667 ,-0.03300 ,-0.03630 ,0.04250 ,NaN,0.07674 ,0.07283 ,0,0,0,0,0,0,1,0,0,0,0,0
193111,9.50 ,0.83330 ,0.64000 ,0.97156 ,0.01770 ,0.04940 ,0.08930 ,0.03850 ,0.00340 ,0.00170 ,-0.01342 ,0.00270 ,-0.01890 ,0.01143 ,NaN,-0.10091 ,-0.10940 ,0,0,0,0,0,0,0,0,0,0,0,0
193112,8.12 ,0.82000 ,0.61000 ,1.17073 ,0.02410 ,0.05320 ,0.10420 ,0.04070 ,-0.01292 ,0.00120 ,-0.00680 ,-0.02200 ,-0.02860 ,0.02120 ,NaN,-0.13756 ,-0.14547 ,0,0,0,0,0,0,0,0,0,0,0,0
193201,7.89 ,0.79330 ,0.59330 ,1.19138 ,0.02480 ,0.05200 ,0.09130 ,0.03900 ,-0.01158 ,0.00230 ,-0.02055 ,0.00340 ,-0.00520 ,0.01738 ,NaN,-0.01880 ,-0.02107 ,0,0,0,0,0,0,0,0,0,0,0,0
193202,8.29 ,0.76670 ,0.57670 ,1.11984 ,0.02420 ,0.05230 ,0.08870 ,0.03670 ,-0.01573 ,0.00230 ,-0.01399 ,0.04130 ,-0.02380 ,0.02672 ,NaN,0.05358 ,0.04523 ,0,0,0,0,0,0,1,1,0,0,0,0
193203,7.31 ,0.74000 ,0.56000 ,1.18586 ,0.02250 ,0.04980 ,0.08830 ,0.03700 ,-0.00842 ,0.00160 ,-0.00709 ,-0.00180 ,0.03560 ,0.01341 ,NaN,-0.11891 ,-0.12525 ,0,0,0,0,0,0,0,0,0,0,0,0
193204,5.83 ,0.71330 ,0.54330 ,1.55373 ,0.01110 ,0.05170 ,0.10460 ,0.03360 ,-0.01547 ,0.00110 ,-0.00714 ,0.06040 ,-0.01760 ,0.01985 ,NaN,-0.20530 ,-0.20764 ,0,0,0,0,0,0,0,0,0,0,0,0
193205,4.47 ,0.68670 ,0.52670 ,1.94233 ,0.00310 ,0.05360 ,0.11000 ,0.03490 ,-0.03405 ,0.00060 ,-0.01439 ,-0.01880 ,0.01070 ,0.02318 ,NaN,-0.23212 ,-0.24012 ,0,0,0,0,0,0,0,0,0,0,0,0
193206,4.43 ,0.66000 ,0.51000 ,2.02848 ,0.00340 ,0.05410 ,0.11000 ,0.03470 ,-0.04069 ,0.00020 ,-0.00730 ,0.00650 ,-0.00090 ,0.03430 ,NaN,0.00277 ,-0.00651 ,0,0,0,0,0,0,0,0,0,0,0,0
193207,6.10 ,0.63330 ,0.49330 ,1.61254 ,0.00220 ,0.05260 ,0.10790 ,0.03200 ,-0.02918 ,0.00030 ,0.00000 ,0.04810 ,0.00430 ,0.02011 ,NaN,0.39184 ,0.39001 ,0,0,0,0,0,0,1,1,1,0,0,0
193208,8.39 ,0.60670 ,0.47670 ,1.18781 ,0.00140 ,0.04910 ,0.08220 ,0.03210 ,-0.01506 ,0.00030 ,-0.00735 ,0.00030 ,0.04360 ,0.04002 ,NaN,0.40198 ,0.39416 ,1,1,1,0,0,0,1,1,1,1,0,0
193209,8.08 ,0.58000 ,0.46000 ,1.21437 ,0.00030 ,0.04700 ,0.07610 ,0.03190 ,0.00070 ,0.00030 ,-0.00741 ,0.00570 ,0.03010 ,0.04330 ,NaN,-0.02953 ,-0.03412 ,1,1,1,1,1,1,0,1,1,1,0,0
193210,6.96 ,0.55330 ,0.44330 ,1.40388 ,0.00010 ,0.04640 ,0.07870 ,0.03220 ,-0.00287 ,0.00020 ,-0.00746 ,-0.00170 ,0.00740 ,0.03564 ,NaN,-0.14207 ,-0.14326 ,1,0,1,1,1,1,0,0,1,1,0,0
193211,6.55 ,0.52670 ,0.42670 ,1.54215 ,0.00010 ,0.04630 ,0.08240 ,0.03220 ,-0.00332 ,0.00020 ,-0.00752 ,0.00320 ,0.00730 ,0.02332 ,NaN,-0.05223 ,-0.05870 ,1,0,1,0,1,1,0,0,0,1,0,0
193212,6.89 ,0.50000 ,0.41000 ,1.44208 ,0.00040 ,0.04590 ,0.08420 ,0.03150 ,-0.00503 ,0.00010 ,-0.00758 ,0.01310 ,0.01390 ,0.01022 ,NaN,0.06157 ,0.05375 ,1,1,1,0,1,1,1,0,0,1,0,0
193301,6.94 ,0.49500 ,0.41250 ,1.42693 ,0.00070 ,0.04440 ,0.08010 ,0.03080 ,-0.00649 ,0.00010 ,-0.01527 ,0.01480 ,0.05470 ,0.00592 ,NaN,0.01394 ,0.01258 ,1,1,1,1,1,1,1,1,0,1,1,0
193302,5.66 ,0.49000 ,0.41500 ,1.69099 ,0.00010 ,0.04480 ,0.08370 ,0.03250 ,-0.00582 ,-0.00030 ,-0.01550 ,-0.02580 ,-0.05230 ,0.01567 ,NaN,-0.17956 ,-0.18604 ,0,0,0,0,0,1,0,0,0,0,1,0
193303,5.85 ,0.48500 ,0.41750 ,1.47653 ,0.01340 ,0.04680 ,0.08910 ,0.03210 ,-0.02188 ,0.00040 ,-0.00787 ,0.00970 ,0.00470 ,0.03745 ,NaN,0.03863 ,0.03258 ,0,0,0,0,0,0,1,0,0,0,1,0
193304,8.32 ,0.48000 ,0.42000 ,1.11902 ,0.00450 ,0.04780 ,0.09120 ,0.03250 ,-0.00637 ,0.00100 ,0.00000 ,-0.00320 ,-0.00950 ,0.02915 ,NaN,0.41431 ,0.41229 ,1,1,1,1,0,1,1,1,1,1,1,1
193305,9.64 ,0.47500 ,0.42250 ,0.92838 ,0.00290 ,0.04630 ,0.07740 ,0.03080 ,-0.00300 ,0.00040 ,0.00000 ,0.03030 ,0.05880 ,0.01196 ,NaN,0.17482 ,0.17017 ,1,1,1,1,1,1,1,1,1,1,1,1
193306,10.91 ,0.47000 ,0.42500 ,0.83350 ,0.00070 ,0.04460 ,0.07070 ,0.03060 ,0.00076 ,0.00020 ,0.00794 ,0.00500 ,0.01900 ,0.01982 ,NaN,0.13750 ,0.13399 ,1,1,1,1,1,1,1,1,1,1,1,1
193307,9.95 ,0.46500 ,0.42750 ,0.90118 ,0.00190 ,0.04360 ,0.06620 ,0.03090 ,0.00271 ,0.00020 ,0.03150 ,-0.00170 ,0.01610 ,0.03287 ,NaN,-0.08474 ,-0.08547 ,1,1,1,1,1,1,0,1,1,1,1,1
193308,11.09 ,0.46000 ,0.43000 ,0.79875 ,0.00010 ,0.04300 ,0.06770 ,0.03080 ,0.00215 ,0.00030 ,0.00763 ,0.00440 ,0.00930 ,0.01188 ,NaN,0.12327 ,0.11981 ,1,1,1,1,1,1,1,1,1,1,1,1
193309,9.83 ,0.45500 ,0.43250 ,0.86800 ,0.00040 ,0.04360 ,0.07270 ,0.03080 ,-0.00046 ,0.00020 ,0.00000 ,0.00230 ,-0.00140 ,0.01425 ,NaN,-0.11805 ,-0.12111 ,1,1,1,1,1,1,0,0,0,1,1,1
193310,8.96 ,0.45000 ,0.43500 ,0.92786 ,0.00090 ,0.04340 ,0.07490 ,0.03150 ,0.00346 ,0.00010 ,0.00000 ,-0.00910 ,0.00400 ,0.02768 ,NaN,-0.09062 ,-0.09159 ,1,1,1,1,1,1,0,0,0,1,1,1
193311,9.88 ,0.44500 ,0.43750 ,0.83350 ,0.00220 ,0.04540 ,0.07980 ,0.03270 ,0.00592 ,0.00020 ,0.00000 ,-0.01490 ,-0.02480 ,0.00958 ,NaN,0.10855 ,0.10207 ,1,1,1,1,1,1,1,1,0,1,1,1
193312,10.10 ,0.44000 ,0.44000 ,0.82903 ,0.00290 ,0.04500 ,0.07750 ,0.03360 ,0.00620 ,0.00020 ,0.00000 ,-0.01130 ,0.02570 ,0.00559 ,NaN,0.02669 ,0.02443 ,1,1,1,1,0,1,1,1,1,0,1,1
193401,11.17 ,0.44080 ,0.44420 ,0.76292 ,0.00720 ,0.04350 ,0.07010 ,0.03210 ,0.00356 ,0.00050 ,0.00000 ,0.02570 ,0.02570 ,0.00664 ,NaN,0.11503 ,0.11364 ,1,1,1,1,1,1,1,1,1,1,1,1
193402,10.76 ,0.44170 ,0.44830 ,0.79064 ,0.00620 ,0.04200 ,0.06270 ,0.03170 ,0.00559 ,0.00020 ,0.00758 ,0.00810 ,0.01460 ,0.00557 ,NaN,-0.03284 ,-0.03727 ,1,1,1,1,1,1,0,1,1,0,1,1
193403,10.75 ,0.44250 ,0.45250 ,0.80251 ,0.00240 ,0.04130 ,0.06260 ,0.03070 ,0.00961 ,0.00020 ,0.00000 ,0.01970 ,0.01870 ,0.00637 ,NaN,0.00536 ,0.00246 ,1,1,1,1,1,1,0,0,1,1,0,1
193404,10.46 ,0.44330 ,0.45670 ,0.80107 ,0.00150 ,0.04070 ,0.06010 ,0.03000 ,0.00783 ,0.00010 ,0.00000 ,0.01260 ,0.01040 ,0.00190 ,NaN,-0.02549 ,-0.02694 ,1,1,1,1,1,1,0,0,0,1,1,1
193405,9.61 ,0.44420 ,0.46080 ,0.85638 ,0.00160 ,0.04010 ,0.06050 ,0.02920 ,0.00765 ,0.00010 ,0.00000 ,0.01310 ,0.00900 ,0.00736 ,NaN,-0.07850 ,-0.08226 ,0,0,0,0,1,0,0,0,0,0,0,0
193406,9.81 ,0.44500 ,0.46500 ,0.84073 ,0.00150 ,0.03930 ,0.06060 ,0.02890 ,0.00598 ,0.00010 ,0.00752 ,0.00670 ,0.01580 ,0.00689 ,NaN,0.02408 ,0.02110 ,0,0,0,0,0,0,1,0,0,0,0,0
193407,8.68 ,0.44580 ,0.46920 ,0.91425 ,0.00150 ,0.03890 ,0.06130 ,0.02880 ,0.00291 ,0.00010 ,0.00000 ,0.00400 ,0.00470 ,0.01153 ,NaN,-0.11985 ,-0.12172 ,0,0,0,0,0,0,0,0,0,0,0,0
193408,9.15 ,0.44670 ,0.47330 ,0.86690 ,0.00190 ,0.03930 ,0.06490 ,0.02990 ,0.01996 ,0.00010 ,0.00000 ,-0.01180 ,0.00470 ,0.00650 ,NaN,0.05865 ,0.05163 ,0,0,0,0,0,0,1,0,0,0,0,0
193409,9.10 ,0.44750 ,0.47750 ,0.87036 ,0.00210 ,0.03960 ,0.06570 ,0.03100 ,0.01944 ,0.00010 ,0.01493 ,-0.01460 ,-0.00610 ,0.00483 ,NaN,-0.00022 ,-0.00313 ,0,0,0,0,0,0,0,1,0,0,0,0
193410,8.81 ,0.44830 ,0.48170 ,0.86225 ,0.00270 ,0.03900 ,0.06400 ,0.03000 ,0.02390 ,0.00010 ,-0.00735 ,0.01820 ,0.01020 ,0.00436 ,NaN,-0.03266 ,-0.03373 ,0,0,0,0,0,0,0,0,1,0,0,0
193411,9.54 ,0.44920 ,0.48580 ,0.78201 ,0.00250 ,0.03860 ,0.06370 ,0.02990 ,0.02071 ,0.00010 ,0.00000 ,0.00370 ,0.01290 ,0.00203 ,NaN,0.08606 ,0.08068 ,0,0,0,0,0,0,1,1,1,0,0,0
