yyyymm,Index,D12,E12,b/m,tbl,AAA,BAA,lty,ntis,Rfree,infl,ltr,corpr,svar,csp,CRSP_SPvw,CRSP_SPvwx,MA_1_9,MA_1_12,MA_2_9,MA_2_12,MA_3_9,MA_3_12,MOM_1,MOM_2,MOM_3,MOM_6,MOM_9,MOM_12
197301,116.03 ,3.15670 ,6.54670 ,0.60820 ,0.05410 ,0.07150 ,0.07900 ,0.06850 ,0.03565 ,0.00440 ,0.00235 ,-0.03210 ,-0.00540 ,0.00052 ,-0.00012 ,-0.01675 ,-0.01804 ,1,1,1,1,1,1,0,0,1,1,1,1
197302,111.68 ,3.16330 ,6.67330 ,0.63618 ,0.05600 ,0.07220 ,0.07970 ,0.06880 ,0.03630 ,0.00410 ,0.00704 ,0.00140 ,0.00230 ,0.00126 ,-0.00021 ,-0.03382 ,-0.03823 ,0,1,1,1,1,1,0,0,0,1,1,1
197303,111.52 ,3.17000 ,6.80000 ,0.67602 ,0.06090 ,0.07290 ,0.08030 ,0.06860 ,0.03671 ,0.00460 ,0.00932 ,0.00820 ,0.00450 ,0.00156 ,-0.00070 ,-0.00109 ,-0.00209 ,0,0,0,1,1,1,0,0,0,1,1,1
197304,106.97 ,3.18670 ,6.94330 ,0.69772 ,0.06260 ,0.07260 ,0.08090 ,0.06870 ,0.03783 ,0.00520 ,0.00693 ,0.00460 ,0.00610 ,0.00152 ,0.00017 ,-0.04006 ,-0.04124 ,0,0,0,0,0,0,0,0,0,0,0,0
197305,104.95 ,3.20330 ,7.08670 ,0.71322 ,0.06360 ,0.07290 ,0.08060 ,0.07030 ,0.03960 ,0.00510 ,0.00688 ,-0.01050 ,-0.00390 ,0.00308 ,-0.00007 ,-0.01395 ,-0.01900 ,0,0,0,0,0,0,0,0,0,0,0,0
197306,104.26 ,3.22000 ,7.23000 ,0.72097 ,0.07190 ,0.07370 ,0.08130 ,0.07100 ,0.03901 ,0.00510 ,0.00683 ,-0.00210 ,-0.00560 ,0.00216 ,0.00074 ,-0.00518 ,-0.00652 ,0,0,0,0,0,0,0,0,0,0,0,0
197307,108.22 ,3.23670 ,7.38330 ,0.69398 ,0.08010 ,0.07450 ,0.08240 ,0.07600 ,0.03735 ,0.00640 ,0.00226 ,-0.04330 ,-0.04760 ,0.00187 ,0.00024 ,0.03913 ,0.03768 ,0,0,0,0,0,0,1,1,1,0,0,1
197308,104.25 ,3.25330 ,7.53670 ,0.72434 ,0.08670 ,0.07680 ,0.08530 ,0.07280 ,0.03739 ,0.00700 ,0.01806 ,0.03910 ,0.03560 ,0.00110 ,0.00025 ,-0.03154 ,-0.03651 ,0,0,0,0,0,0,0,0,0,0,0,0
197309,108.43 ,3.27000 ,7.69000 ,0.67881 ,0.08290 ,0.07630 ,0.08630 ,0.07030 ,0.03436 ,0.00680 ,0.00222 ,0.03180 ,0.03560 ,0.00093 ,-0.00005 ,0.04222 ,0.04104 ,0,0,0,0,0,0,1,1,1,0,0,0
197310,108.29 ,3.30670 ,7.84670 ,0.67208 ,0.07220 ,0.07600 ,0.08410 ,0.06890 ,0.03466 ,0.00650 ,0.00885 ,0.02150 ,-0.00660 ,0.00134 ,-0.00089 ,0.00031 ,-0.00156 ,1,0,1,0,0,0,0,1,1,1,0,0
197311,95.96 ,3.34330 ,8.00330 ,0.78188 ,0.07830 ,0.07670 ,0.08420 ,0.07120 ,0.03874 ,0.00560 ,0.00658 ,-0.01830 ,0.00780 ,0.00437 ,-0.00132 ,-0.10722 ,-0.11305 ,0,0,0,0,0,0,0,0,0,0,0,0
197312,97.55 ,3.38000 ,8.16000 ,0.75559 ,0.07450 ,0.07680 ,0.08480 ,0.07260 ,0.01301 ,0.00640 ,0.00654 ,-0.00820 ,-0.00890 ,0.00536 ,-0.00064 ,0.01797 ,0.01653 ,0,0,0,0,0,0,1,0,0,0,0,0
197401,96.57 ,3.40000 ,8.22670 ,0.75145 ,0.07770 ,0.07830 ,0.08480 ,0.07400 ,0.01163 ,0.00630 ,0.00866 ,-0.00830 ,-0.00530 ,0.00341 ,-0.00094 ,-0.00812 ,-0.00975 ,0,0,0,0,0,0,0,1,0,0,0,0
197402,96.22 ,3.42000 ,8.29330 ,0.74710 ,0.07120 ,0.07850 ,0.08530 ,0.07480 ,0.01092 ,0.00580 ,0.01288 ,-0.00240 ,0.00090 ,0.00188 ,-0.00096 ,0.00199 ,-0.00370 ,0,0,0,0,0,0,0,0,1,0,0,0
197403,93.98 ,3.44000 ,8.36000 ,0.81518 ,0.07960 ,0.08010 ,0.08620 ,0.07830 ,0.01040 ,0.00560 ,0.01271 ,-0.02920 ,-0.03070 ,0.00169 ,-0.00117 ,-0.02182 ,-0.02315 ,0,0,0,0,0,0,0,0,0,0,0,0
197404,90.31 ,3.46000 ,8.48670 ,0.82486 ,0.08330 ,0.08250 ,0.08870 ,0.08160 ,0.00966 ,0.00750 ,0.00418 ,-0.02530 ,-0.03410 ,0.00173 ,-0.00105 ,-0.03765 ,-0.03936 ,0,0,0,0,0,0,0,0,0,0,0,0
197405,87.28 ,3.48000 ,8.61330 ,0.86042 ,0.08230 ,0.08370 ,0.09050 ,0.08100 ,0.00925 ,0.00750 ,0.01250 ,0.01230 ,0.01050 ,0.00210 ,-0.00124 ,-0.02690 ,-0.03313 ,0,0,0,0,0,0,0,0,0,0,0,0
197406,86.00 ,3.50000 ,8.74000 ,0.86016 ,0.07900 ,0.08470 ,0.09270 ,0.08120 ,0.00803 ,0.00600 ,0.00823 ,0.00450 ,-0.02850 ,0.00230 ,-0.00169 ,-0.01282 ,-0.01458 ,0,0,0,0,0,0,0,0,0,0,0,0
197407,79.31 ,3.53000 ,8.86330 ,0.91124 ,0.07550 ,0.08720 ,0.09480 ,0.08230 ,0.00684 ,0.00700 ,0.00816 ,-0.00290 ,-0.02110 ,0.00492 ,-0.00200 ,-0.07670 ,-0.07850 ,0,0,0,0,0,0,0,0,0,0,0,0
197408,72.15 ,3.56000 ,8.98670 ,1.01712 ,0.08960 ,0.09000 ,0.09770 ,0.08550 ,0.00656 ,0.00600 ,0.01215 ,-0.02320 ,-0.02680 ,0.00479 ,-0.00231 ,-0.08218 ,-0.08974 ,0,0,0,0,0,0,0,0,0,0,0,0
197409,63.54 ,3.59000 ,9.11000 ,1.13544 ,0.08060 ,0.09240 ,0.10180 ,0.08370 ,0.00514 ,0.00810 ,0.01200 ,0.02470 ,0.01740 ,0.00781 ,-0.00170 ,-0.11751 ,-0.11958 ,0,0,0,0,0,0,0,0,0,0,0,0
197410,73.90 ,3.59330 ,9.03670 ,1.03708 ,0.07460 ,0.09270 ,0.10480 ,0.07950 ,0.00364 ,0.00510 ,0.00988 ,0.04890 ,0.08850 ,0.01008 ,-0.00190 ,0.16811 ,0.16481 ,0,0,0,0,0,0,1,1,0,0,0,0
197411,69.97 ,3.59670 ,8.96330 ,1.11564 ,0.07470 ,0.08890 ,0.10600 ,0.07710 ,0.00781 ,0.00540 ,0.00783 ,0.02950 ,0.01170 ,0.00351 ,-0.00182 ,-0.04569 ,-0.05382 ,0,0,0,0,0,0,0,1,0,0,0,0
197412,68.56 ,3.60000 ,8.89000 ,1.12002 ,0.07150 ,0.08890 ,0.10630 ,0.07600 ,0.00877 ,0.00700 ,0.00777 ,0.01710 ,-0.00750 ,0.00381 ,-0.00083 ,-0.01802 ,-0.02031 ,0,0,0,0,0,0,0,0,1,0,0,0
197501,76.98 ,3.62330 ,8.74330 ,0.98083 ,0.06260 ,0.08830 ,0.10810 ,0.07960 ,0.00851 ,0.00580 ,0.00385 ,0.02250 ,0.05960 ,0.00402 ,-0.00123 ,0.12361 ,0.12170 ,1,0,0,0,0,0,1,1,1,0,0,0
197502,81.59 ,3.64670 ,8.59670 ,0.93390 ,0.05500 ,0.08620 ,0.10650 ,0.07880 ,0.01165 ,0.00430 ,0.00768 ,0.01310 ,0.01370 ,0.00218 ,-0.00071 ,0.06746 ,0.05950 ,1,1,1,1,1,0,1,1,1,1,0,0
197503,83.36 ,3.67000 ,8.45000 ,0.97247 ,0.05490 ,0.08670 ,0.10480 ,0.08240 ,0.02047 ,0.00410 ,0.00381 ,-0.02670 ,-0.02470 ,0.00240 ,-0.00070 ,0.02401 ,0.02212 ,1,1,1,1,1,1,1,1,1,1,0,0
197504,87.30 ,3.68330 ,8.28670 ,0.90949 ,0.05610 ,0.08950 ,0.10580 ,0.08520 ,0.02250 ,0.00440 ,0.00380 ,-0.01820 ,-0.00520 ,0.00231 ,-0.00067 ,0.04942 ,0.04729 ,1,1,1,1,1,1,1,1,1,1,1,0
197505,91.15 ,3.69670 ,8.12330 ,0.89752 ,0.05230 ,0.08900 ,0.10690 ,0.08360 ,0.02295 ,0.00440 ,0.00567 ,0.02120 ,0.01060 ,0.00181 ,-0.00041 ,0.05119 ,0.04479 ,1,1,1,1,1,1,1,1,1,1,1,1
197506,95.19 ,3.71000 ,7.96000 ,0.84984 ,0.05340 ,0.08770 ,0.10620 ,0.08130 ,0.02296 ,0.00410 ,0.00752 ,0.02920 ,0.03040 ,0.00135 ,-0.00081 ,0.04622 ,0.04434 ,1,1,1,1,1,1,1,1,1,1,1,1
197507,88.75 ,3.71000 ,7.89330 ,0.89837 ,0.06130 ,0.08840 ,0.10550 ,0.08290 ,0.02563 ,0.00480 ,0.01119 ,-0.00870 ,-0.00300 ,0.00124 ,-0.00118 ,-0.06550 ,-0.06755 ,1,1,1,1,1,1,0,0,1,1,1,1
197508,86.88 ,3.71000 ,7.82670 ,0.89425 ,0.06440 ,0.08950 ,0.10590 ,0.08440 ,0.02637 ,0.00480 ,0.00185 ,-0.00680 ,-0.01750 ,0.00234 ,-0.00157 ,-0.01566 ,-0.02173 ,1,1,1,1,1,1,0,0,0,1,1,1
197509,83.87 ,3.71000 ,7.76000 ,0.94095 ,0.06420 ,0.08950 ,0.10610 ,0.08620 ,0.02792 ,0.00530 ,0.00552 ,-0.00980 ,-0.01260 ,0.00230 ,-0.00149 ,-0.03225 ,-0.03423 ,0,1,0,1,1,1,0,0,0,1,1,1
197510,89.04 ,3.70000 ,7.82670 ,0.89350 ,0.05960 ,0.08860 ,0.10620 ,0.08190 ,0.02590 ,0.00560 ,0.00549 ,0.04750 ,0.05530 ,0.00215 ,-0.00154 ,0.06486 ,0.06214 ,1,1,0,1,0,1,1,1,1,1,1,1
197511,91.24 ,3.69000 ,7.89330 ,0.86793 ,0.05480 ,0.08780 ,0.10560 ,0.08380 ,0.02462 ,0.00410 ,0.00729 ,-0.01090 ,-0.00880 ,0.00081 ,-0.00165 ,0.03009 ,0.02400 ,1,1,1,1,0,1,1,1,1,1,1,1
197512,90.19 ,3.68000 ,7.96000 ,0.87634 ,0.05440 ,0.08790 ,0.10560 ,0.08050 ,0.02371 ,0.00480 ,0.00362 ,0.03900 ,0.04420 ,0.00133 ,-0.00047 ,-0.01049 ,-0.01230 ,1,1,1,1,1,1,0,1,1,0,1,1
197601,100.86 ,3.68330 ,8.19330 ,0.76593 ,0.04870 ,0.08600 ,0.10410 ,0.08020 ,0.02185 ,0.00470 ,0.00180 ,0.00900 ,0.01880 ,0.00198 ,-0.00011 ,0.12014 ,0.11855 ,1,1,1,1,1,1,1,1,1,1,1,1
197602,99.71 ,3.68670 ,8.42670 ,0.76804 ,0.04880 ,0.08550 ,0.10240 ,0.08020 ,0.02223 ,0.00340 ,0.00360 ,0.00620 ,0.00610 ,0.00122 ,-0.00017 ,-0.00576 ,-0.01162 ,1,1,1,1,1,1,0,1,1,1,1,1
197603,102.77 ,3.69000 ,8.66000 ,0.78403 ,0.05000 ,0.08520 ,0.10120 ,0.07920 ,0.01507 ,0.00400 ,0.00179 ,0.01660 ,0.01670 ,0.00127 ,-0.00044 ,0.03264 ,0.03079 ,1,1,1,1,1,1,1,1,1,1,1,1
197604,101.64 ,3.71330 ,8.85670 ,0.78608 ,0.04860 ,0.08400 ,0.09940 ,0.07970 ,0.01424 ,0.00420 ,0.00358 ,0.00180 ,-0.00150 ,0.00101 ,-0.00135 ,-0.00961 ,-0.01070 ,1,1,1,1,1,1,0,1,1,1,1,1
197605,100.18 ,3.73670 ,9.05330 ,0.80350 ,0.05200 ,0.08580 ,0.09860 ,0.08210 ,0.01415 ,0.00370 ,0.00713 ,-0.01580 ,-0.01030 ,0.00094 ,-0.00105 ,-0.00812 ,-0.01503 ,1,1,1,1,1,1,0,0,1,1,1,1
197606,104.28 ,3.76000 ,9.25000 ,0.78143 ,0.05410 ,0.08620 ,0.09890 ,0.08070 ,0.01893 ,0.00430 ,0.00531 ,0.02080 ,0.01500 ,0.00097 ,-0.00128 ,0.04396 ,0.04216 ,1,1,1,1,1,1,1,1,1,1,1,1
197607,103.44 ,3.79000 ,9.35000 ,0.79582 ,0.05230 ,0.08560 ,0.09820 ,0.08050 ,0.01884 ,0.00470 ,0.00528 ,0.00780 ,0.01490 ,0.00049 ,-0.00144 ,-0.00720 ,-0.00845 ,1,1,1,1,1,1,0,1,1,1,1,1
197608,102.91 ,3.82000 ,9.45000 ,0.80473 ,0.05140 ,0.08450 ,0.09640 ,0.07900 ,0.02063 ,0.00420 ,0.00525 ,0.02110 ,0.02310 ,0.00074 ,-0.00130 ,0.00160 ,-0.00498 ,1,1,1,1,1,1,0,0,1,1,1,1
197609,105.24 ,3.85000 ,9.55000 ,0.79136 ,0.05080 ,0.08380 ,0.09400 ,0.07810 ,0.02378 ,0.00440 ,0.00348 ,0.01450 ,0.01670 ,0.00089 ,-0.00146 ,0.02442 ,0.02267 ,1,1,1,1,1,1,1,1,1,1,1,1
197610,102.90 ,3.91670 ,9.67000 ,0.81208 ,0.04920 ,0.08320 ,0.09290 ,0.07790 ,0.02557 ,0.00410 ,0.00521 ,0.00840 ,0.00700 ,0.00127 ,-0.00116 ,-0.02021 ,-0.02200 ,1,1,1,1,1,1,0,0,0,1,1,1
197611,102.10 ,3.98330 ,9.79000 ,0.82726 ,0.04750 ,0.08250 ,0.09230 ,0.07490 ,0.02790 ,0.00400 ,0.00173 ,0.03390 ,0.03190 ,0.00112 ,-0.00092 ,-0.00104 ,-0.00863 ,0,1,0,1,1,1,0,0,0,1,1,1
197612,107.46 ,4.05000 ,9.91000 ,0.77997 ,0.04350 ,0.07980 ,0.09120 ,0.07210 ,0.02857 ,0.00400 ,0.00345 ,0.03270 ,0.03470 ,0.00058 ,-0.00112 ,0.05378 ,0.05217 ,1,1,1,1,1,1,1,1,1,1,1,1
197701,102.03 ,4.09670 ,9.96670 ,0.82107 ,0.04620 ,0.07960 ,0.09080 ,0.07640 ,0.02960 ,0.00360 ,0.00515 ,-0.03880 ,-0.03030 ,0.00070 ,-0.00159 ,-0.04965 ,-0.05117 ,0,0,1,1,1,1,0,0,0,0,1,1
197702,99.82 ,4.14330 ,10.02330 ,0.83680 ,0.04670 ,0.08040 ,0.09120 ,0.07750 ,0.02797 ,0.00350 ,0.01026 ,-0.00490 ,-0.00200 ,0.00033 ,-0.00165 ,-0.01564 ,-0.02240 ,0,0,0,0,0,1,0,0,0,0,0,1
197703,98.42 ,4.19000 ,10.08000 ,0.86843 ,0.04600 ,0.08100 ,0.09120 ,0.07720 ,0.03034 ,0.00380 ,0.00677 ,0.00910 ,0.00940 ,0.00067 ,-0.00173 ,-0.01250 ,-0.01455 ,0,0,0,0,0,0,0,0,0,0,0,0
197704,98.44 ,4.24670 ,10.19330 ,0.86115 ,0.04540 ,0.08040 ,0.09070 ,0.07710 ,0.03114 ,0.00380 ,0.00840 ,0.00710 ,0.01000 ,0.00098 ,-0.00164 ,0.00064 ,-0.00050 ,0,0,0,0,0,0,1,0,0,0,0,0
197705,96.12 ,4.30330 ,10.30670 ,0.88821 ,0.04960 ,0.08050 ,0.09010 ,0.07650 ,0.03532 ,0.00370 ,0.00500 ,0.01250 ,0.01060 ,0.00063 ,-0.00135 ,-0.01506 ,-0.02354 ,0,0,0,0,0,0,0,0,0,0,0,0
197706,100.48 ,4.36000 ,10.42000 ,0.87111 ,0.05020 ,0.07950 ,0.08910 ,0.07540 ,0.03194 ,0.00400 ,0.00663 ,0.01640 ,0.01750 ,0.00056 ,-0.00159 ,0.04778 ,0.04571 ,0,0,0,0,0,0,1,1,1,0,0,0
197707,98.85 ,4.40670 ,10.51670 ,0.89678 ,0.05190 ,0.07940 ,0.08870 ,0.07680 ,0.03318 ,0.00420 ,0.00494 ,-0.00700 ,-0.00050 ,0.00059 ,-0.00169 ,-0.01545 ,-0.01659 ,0,0,0,0,0,0,0,1,1,0,0,0
197708,96.77 ,4.45330 ,10.61330 ,0.92653 ,0.05490 ,0.07980 ,0.08820 ,0.07540 ,0.03375 ,0.00440 ,0.00328 ,0.01980 ,0.01360 ,0.00058 ,-0.00167 ,-0.01231 ,-0.02022 ,0,0,0,0,0,0,0,0,1,0,0,0
197709,96.53 ,4.50000 ,10.71000 ,0.94226 ,0.05810 ,0.07920 ,0.08800 ,0.07640 ,0.03237 ,0.00430 ,0.00327 ,-0.00290 ,-0.00220 ,0.00046 ,-0.00180 ,-0.00083 ,-0.00308 ,0,0,0,0,0,0,0,0,0,0,0,0
197710,92.34 ,4.55670 ,10.77000 ,0.97538 ,0.06160 ,0.08040 ,0.08890 ,0.07810 ,0.03278 ,0.00490 ,0.00326 ,-0.00930 ,-0.00380 ,0.00073 ,-0.00126 ,-0.04198 ,-0.04387 ,0,0,0,0,0,0,0,0,0,0,0,0
197711,94.83 ,4.61330 ,10.83000 ,0.96203 ,0.06100 ,0.08080 ,0.08950 ,0.07770 ,0.02922 ,0.00500 ,0.00487 ,0.00930 ,0.00610 ,0.00139 ,-0.00129 ,0.03675 ,0.02695 ,0,0,0,0,0,0,1,0,0,0,0,0
197712,95.10 ,4.67000 ,10.89000 ,0.96033 ,0.06070 ,0.08190 ,0.08990 ,0.08030 ,0.03048 ,0.00490 ,0.00323 ,-0.01680 ,-0.01050 ,0.00063 ,-0.00183 ,0.00557 ,0.00364 ,0,0,0,0,0,0,1,1,0,0,0,0
197801,89.25 ,4.71330 ,10.90000 ,1.03673 ,0.06440 ,0.08410 ,0.09170 ,0.08160 ,0.02881 ,0.00490 ,0.00644 ,-0.00800 ,-0.00890 ,0.00091 ,-0.00189 ,-0.06064 ,-0.06261 ,0,0,0,0,0,0,0,0,0,0,0,0
197802,87.04 ,4.75670 ,10.91000 ,1.07557 ,0.06450 ,0.08470 ,0.09200 ,0.08220 ,0.03117 ,0.00460 ,0.00640 ,0.00040 ,0.00510 ,0.00067 ,-0.00155 ,-0.01626 ,-0.02494 ,0,0,0,0,0,0,0,0,0,0,0,0
197803,89.21 ,4.80000 ,10.92000 ,1.11149 ,0.06290 ,0.08470 ,0.09220 ,0.08310 ,0.02757 ,0.00530 ,0.00795 ,-0.00210 ,0.00420 ,0.00062 ,-0.00138 ,0.02693 ,0.02436 ,0,0,0,0,0,0,1,0,0,0,0,0
197804,96.83 ,4.83670 ,11.02330 ,1.00535 ,0.06290 ,0.08560 ,0.09320 ,0.08380 ,0.02295 ,0.00540 ,0.00789 ,-0.00050 ,-0.00230 ,0.00174 ,-0.00199 ,0.08896 ,0.08759 ,1,1,0,0,0,0,1,1,1,1,0,0
197805,97.24 ,4.87330 ,11.12670 ,1.00142 ,0.06410 ,0.08690 ,0.09490 ,0.08520 ,0.01656 ,0.00510 ,0.00939 ,-0.00580 ,-0.01080 ,0.00109 ,-0.00233 ,0.01372 ,0.00444 ,1,1,1,1,1,0,1,1,1,1,1,1
197806,95.53 ,4.91000 ,11.23000 ,1.02790 ,0.06730 ,0.08760 ,0.09600 ,0.08650 ,0.01652 ,0.00540 ,0.01085 ,-0.00620 ,0.00230 ,0.00103 ,-0.00183 ,-0.01658 ,-0.01895 ,1,1,1,1,1,1,0,0,1,1,0,0
197807,100.68 ,4.94670 ,11.34330 ,0.97626 ,0.07010 ,0.08880 ,0.09600 ,0.08580 ,0.01467 ,0.00560 ,0.00767 ,0.01430 ,0.01010 ,0.00085 ,-0.00150 ,0.05697 ,0.05512 ,1,1,1,1,1,1,1,1,1,1,1,1
197808,103.29 ,4.98330 ,11.45670 ,0.96006 ,0.07080 ,0.08690 ,0.09480 ,0.08430 ,0.01200 ,0.00560 ,0.00457 ,0.02180 ,0.02570 ,0.00100 ,-0.00183 ,0.03364 ,0.02556 ,1,1,1,1,1,1,1,1,1,1,1,1
197809,102.54 ,5.02000 ,11.57000 ,0.97226 ,0.07850 ,0.08690 ,0.09420 ,0.08600 ,0.01270 ,0.00620 ,0.00758 ,-0.01060 ,-0.00480 ,0.00095 ,-0.00260 ,-0.00516 ,-0.00748 ,1,1,1,1,1,1,0,1,1,1,1,1
197810,93.15 ,5.03670 ,11.82330 ,1.06228 ,0.07990 ,0.08890 ,0.09590 ,0.08890 ,0.01435 ,0.00680 ,0.00902 ,-0.02000 ,-0.02050 ,0.00210 ,-0.00187 ,-0.08957 ,-0.09227 ,0,0,1,1,1,1,0,0,0,0,1,1
197811,94.70 ,5.05330 ,12.07670 ,1.05353 ,0.08640 ,0.09030 ,0.09830 ,0.08770 ,0.01409 ,0.00700 ,0.00447 ,0.01890 ,0.01340 ,0.00318 ,-0.00186 ,0.02677 ,0.01740 ,0,0,0,0,0,1,1,0,0,0,1,0
197812,96.11 ,5.07000 ,12.33000 ,1.04570 ,0.09080 ,0.09160 ,0.09940 ,0.08980 ,0.01485 ,0.00780 ,0.00445 ,-0.01300 ,-0.01330 ,0.00167 ,-0.00155 ,0.01663 ,0.01426 ,0,1,0,0,0,0,1,1,0,1,1,1
197901,99.93 ,5.11330 ,12.65330 ,1.00307 ,0.09350 ,0.09250 ,0.10130 ,0.08860 ,0.01439 ,0.00770 ,0.00886 ,0.01910 ,0.01840 ,0.00100 ,-0.00185 ,0.04270 ,0.04016 ,1,1,0,1,0,1,1,1,1,0,1,1
197902,96.28 ,5.15670 ,12.97670 ,1.04078 ,0.09320 ,0.09260 ,0.10080 ,0.09080 ,0.01223 ,0.00730 ,0.01171 ,-0.01350 ,-0.01280 ,0.00081 ,-0.00131 ,-0.02865 ,-0.03696 ,0,0,1,1,0,1,0,1,1,0,0,1
197903,101.59 ,5.20000 ,13.30000 ,1.03308 ,0.09480 ,0.09370 ,0.10260 ,0.09020 ,0.01167 ,0.00810 ,0.01013 ,0.01290 ,0.01060 ,0.00080 ,-0.00135 ,0.05736 ,0.05483 ,1,1,1,1,1,1,1,1,1,0,1,1
197904,101.76 ,5.24670 ,13.52670 ,1.04188 ,0.09460 ,0.09380 ,0.10330 ,0.09220 ,0.01157 ,0.00800 ,0.01146 ,-0.01120 ,-0.00520 ,0.00065 ,-0.00156 ,0.00418 ,0.00222 ,1,1,1,1,1,1,1,1,1,1,1,1
197905,99.08 ,5.29330 ,13.75330 ,1.08314 ,0.09610 ,0.09500 ,0.10470 ,0.09030 ,0.01418 ,0.00820 ,0.01275 ,0.02610 ,0.02280 ,0.00092 ,-0.00143 ,-0.01682 ,-0.02630 ,1,1,1,1,1,1,0,0,1,1,0,1
197906,102.91 ,5.34000 ,13.98000 ,1.05786 ,0.09060 ,0.09290 ,0.10380 ,0.08770 ,0.01207 ,0.00810 ,0.01119 ,0.03110 ,0.02690 ,0.00057 ,-0.00133 ,0.04032 ,0.03779 ,1,1,1,1,1,1,1,1,1,1,1,1
197907,103.81 ,5.39670 ,14.19670 ,1.05231 ,0.09240 ,0.09200 ,0.10290 ,0.08950 ,0.00968 ,0.00770 ,0.01107 ,-0.00850 ,-0.00310 ,0.00071 ,-0.00095 ,0.01205 ,0.00974 ,1,1,1,1,1,1,1,1,1,1,1,1
197908,109.32 ,5.45330 ,14.41330 ,1.00346 ,0.09520 ,0.09230 ,0.10350 ,0.09070 ,0.01157 ,0.00770 ,0.00958 ,-0.00350 ,0.00060 ,0.00051 ,-0.00117 ,0.06187 ,0.05322 ,1,1,1,1,1,1,1,1,1,1,1,1
197909,109.32 ,5.51000 ,14.63000 ,1.01379 ,0.10260 ,0.09440 ,0.10540 ,0.09270 ,0.00940 ,0.00830 ,0.01084 ,-0.01220 ,-0.01790 ,0.00123 ,-0.00142 ,0.00142 ,-0.00087 ,1,1,1,1,1,1,1,1,1,1,1,1
197910,101.82 ,5.55670 ,14.70670 ,1.09195 ,0.11700 ,0.10130 ,0.11400 ,0.10340 ,0.01021 ,0.00870 ,0.00804 ,-0.08410 ,-0.08900 ,0.00259 ,-0.00126 ,-0.06556 ,-0.06852 ,0,1,1,1,1,1,0,0,0,1,1,1
197911,106.16 ,5.60330 ,14.78330 ,1.08312 ,0.11790 ,0.10760 ,0.11990 ,0.10090 ,0.01078 ,0.00990 ,0.00931 ,0.03110 ,0.02220 ,0.00156 ,-0.00084 ,0.05278 ,0.04357 ,1,1,1,1,1,1,1,0,0,1,1,1
197912,107.94 ,5.65000 ,14.86000 ,1.06195 ,0.12040 ,0.10740 ,0.12060 ,0.10120 ,0.01051 ,0.00950 ,0.01054 ,0.00570 ,-0.01080 ,0.00047 ,-0.00037 ,0.01834 ,0.01589 ,1,1,1,1,1,1,1,1,0,1,1,1
198001,114.16 ,5.70000 ,15.00330 ,1.01695 ,0.12000 ,0.11090 ,0.12420 ,0.11140 ,0.01130 ,0.00800 ,0.01434 ,-0.07410 ,-0.06450 ,0.00191 ,-0.00030 ,0.06131 ,0.05894 ,1,1,1,1,1,1,1,1,1,1,1,1
198002,113.66 ,5.75000 ,15.14670 ,1.03193 ,0.12860 ,0.12380 ,0.13570 ,0.11860 ,0.01083 ,0.00890 ,0.01414 ,-0.04670 ,-0.06650 ,0.00190 ,-0.00082 ,0.00261 ,-0.00557 ,1,1,1,1,1,1,0,1,1,1,1,1
198003,102.09 ,5.80000 ,15.29000 ,1.09373 ,0.15200 ,0.12960 ,0.14450 ,0.12390 ,0.01188 ,0.01210 ,0.01521 ,-0.03150 ,-0.00620 ,0.00462 ,-0.00048 ,-0.09752 ,-0.10010 ,0,0,1,1,1,1,0,0,0,0,0,1
198004,106.29 ,5.84670 ,15.17330 ,1.05182 ,0.13200 ,0.12040 ,0.14190 ,0.10760 ,0.01535 ,0.01260 ,0.01124 ,0.15230 ,0.13760 ,0.00275 ,-0.00027 ,0.04239 ,0.03988 ,0,0,0,0,0,1,1,0,0,1,1,1
198005,111.24 ,5.89330 ,15.05670 ,1.01005 ,0.08580 ,0.10990 ,0.13170 ,0.10370 ,0.01505 ,0.00810 ,0.00988 ,0.04190 ,0.05600 ,0.00151 ,-0.00015 ,0.05556 ,0.04665 ,1,1,1,1,0,0,1,1,0,1,1,1
198006,114.24 ,5.94000 ,14.94000 ,0.99018 ,0.07070 ,0.10580 ,0.12710 ,0.10060 ,0.01530 ,0.00610 ,0.01100 ,0.03590 ,0.03410 ,0.00137 ,0.00042 ,0.02972 ,0.02690 ,1,1,1,1,1,1,1,1,1,1,1,1
198007,121.67 ,5.98330 ,14.84000 ,0.91883 ,0.08060 ,0.11070 ,0.12650 ,0.10740 ,0.02015 ,0.00530 ,0.00000 ,-0.04760 ,-0.04290 ,0.00136 ,0.00075 ,0.06820 ,0.06563 ,1,1,1,1,1,1,1,1,1,1,1,1
198008,122.38 ,6.02670 ,14.74000 ,0.92152 ,0.09130 ,0.11640 ,0.13150 ,0.11400 ,0.01995 ,0.00640 ,0.00726 ,-0.04320 ,-0.04450 ,0.00171 ,0.00082 ,0.01345 ,0.00603 ,1,1,1,1,1,1,1,1,1,1,1,1
198009,125.46 ,6.07000 ,14.64000 ,0.92169 ,0.10270 ,0.12020 ,0.13700 ,0.11850 ,0.02380 ,0.00750 ,0.00840 ,-0.02620 ,-0.02370 ,0.00266 ,0.00077 ,0.02794 ,0.02516 ,1,1,1,1,1,1,1,1,1,1,1,1
